,timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
0,2023-01-06,263.98,270.49,261.37,269.21,269.21,1587164,0.0,1.0
1,2023-01-05,267.42,268.135,261.405,262.98,262.98,2477085,0.0,1.0
2,2023-01-04,273.43,274.98,267.01,269.34,269.34,2052451,0.0,1.0
3,2023-01-03,269.2,273.42,267.05,270.26,270.26,2250061,0.0,1.0
4,2022-12-30,265.54,266.89,262.6,266.84,266.84,1339470,0.0,1.0
5,2022-12-29,265.59,270.8724,265.59,268.38,268.38,1516780,0.0,1.0
6,2022-12-28,266.1,269.14,262.665,263.12,263.12,1387030,0.0,1.0
7,2022-12-27,265.92,267.22,263.7025,265.31,265.31,1009563,0.0,1.0
8,2022-12-23,265.79,266.71,263.3079,266.09,266.09,1213276,0.0,1.0
9,2022-12-22,264.44,265.93,260.635,264.76,264.76,2277210,0.0,1.0
10,2022-12-21,264.48,270.705,264.41,268.92,268.92,3580124,0.0,1.0
11,2022-12-20,253.74,262.43,253.5,261.9,261.9,3102485,0.0,1.0
12,2022-12-19,263.16,264.26,254.16,255.4,255.4,4147457,0.0,1.0
13,2022-12-16,274.67,275.0,263.245,264.48,264.48,6532642,0.0,1.0
14,2022-12-15,287.43,288.39,279.28,281.12,281.12,2870362,0.0,1.0
15,2022-12-14,294.05,297.29,287.855,291.45,291.45,2552242,0.0,1.0
16,2022-12-13,302.96,303.93,292.93,295.35,295.35,3516786,0.0,1.0
17,2022-12-12,286.14,292.95,284.48,292.34,292.34,2430068,0.0,1.0
18,2022-12-09,289.39,291.77,287.88,288.41,288.41,1827225,0.0,1.0
19,2022-12-08,288.0,294.06,286.84,292.15,292.15,2045993,0.0,1.0
20,2022-12-07,285.1,287.06,282.19,286.69,286.69,1861571,0.0,1.0
21,2022-12-06,291.27,292.48,282.275,285.41,285.41,1920253,0.0,1.0
22,2022-12-05,295.77,297.2,290.58,292.74,292.74,1800297,0.0,1.0
23,2022-12-02,299.05,302.15,296.465,300.13,300.13,1744558,0.0,1.0
