timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2022-11-07,132.21,132.21,132.21,132.21,132.21,0,0.0000,1.0
2022-11-04,130.95,130.95,130.95,130.95,130.95,0,0.0000,1.0
2022-11-03,129.16,129.16,129.16,129.16,129.16,0,0.0000,1.0
2022-11-02,130.53,130.53,130.53,130.53,130.53,0,0.0000,1.0
2022-11-01,133.88,133.88,133.88,133.88,133.88,0,0.0000,1.0
2022-10-31,134.43,134.43,134.43,134.43,134.43,0,0.0000,1.0
2022-10-28,135.43,135.43,135.43,135.43,135.43,0,0.0000,1.0
2022-10-27,132.16,132.16,132.16,132.16,132.16,0,0.0000,1.0
2022-10-26,132.97,132.97,132.97,132.97,132.97,0,0.0000,1.0
2022-10-25,133.96,133.96,133.96,133.96,133.96,0,0.0000,1.0
2022-10-24,131.81,131.81,131.81,131.81,131.81,0,0.0000,1.0
2022-10-21,130.26,130.26,130.26,130.26,130.26,0,0.0000,1.0
2022-10-20,127.24,127.24,127.24,127.24,127.24,0,0.0000,1.0
2022-10-19,128.25,128.25,128.25,128.25,128.25,0,0.0000,1.0
2022-10-18,129.11,129.11,129.11,129.11,129.11,0,0.0000,1.0
2022-10-17,127.65,127.65,127.65,127.65,127.65,0,0.0000,1.0
2022-10-14,124.36,124.36,124.36,124.36,124.36,0,0.0000,1.0
2022-10-13,127.36,127.36,127.36,127.36,127.36,0,0.0000,1.0
2022-10-12,124.13,124.13,124.13,124.13,124.13,0,0.0000,1.0
2022-10-11,124.53,124.53,124.53,124.53,124.53,0,0.0000,1.0
2022-10-10,125.35,125.35,125.35,125.35,125.35,0,0.0000,1.0
2022-10-07,126.29,126.29,126.29,126.29,126.29,0,0.5810,1.0
2022-10-06,130.52,130.52,130.52,130.52,129.92228957,0,0.0000,1.0
2022-10-05,131.84,131.84,131.84,131.84,131.236244689,0,0.0000,1.0
2022-10-04,132.1,132.1,132.1,132.1,131.495054031,0,0.0000,1.0
2022-10-03,128.17,128.17,128.17,128.17,127.583051288,0,0.0000,1.0
2022-09-30,124.93,124.93,124.93,124.93,124.357888722,0,0.0000,1.0
2022-09-29,126.84,126.84,126.84,126.84,126.259141963,0,0.0000,1.0
2022-09-28,129.56,129.56,129.56,129.56,128.966685846,0,0.0000,1.0
2022-09-27,127.05,127.05,127.05,127.05,126.468180278,0,0.0000,1.0
2022-09-26,127.31,127.31,127.31,127.31,126.726989619,0,0.0000,1.0
2022-09-23,128.64,128.64,128.64,128.64,128.050898945,0,0.0000,1.0
