timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2022-11-21,93.97,95.02,90.59,92.46,92.46,84330270,0.0000,1.0
2022-11-18,95.95,95.99,92.48,94.14,94.14,72428185,0.0000,1.0
2022-11-17,95.37,96.97,94.03,94.85,94.85,82617865,0.0000,1.0
2022-11-16,96.85,98.4879,95.54,97.12,97.12,87958828,0.0000,1.0
2022-11-15,103.21,103.79,97.34,98.94,98.94,111336317,0.0000,1.0
2022-11-14,98.77,100.1199,97.29,98.49,98.49,99533072,0.0000,1.0
2022-11-11,97.88,101.19,96.66,100.79,100.79,111590544,0.0000,1.0
2022-11-10,92.935,98.69,91.65,96.63,96.63,173414862,0.0000,1.0
2022-11-09,89.47,89.48,85.87,86.14,86.14,90796249,0.0000,1.0
2022-11-08,90.79,91.72,88.23,89.98,89.98,88703370,0.0000,1.0
2022-11-07,91.95,92.1,89.04,90.53,90.53,77495728,0.0000,1.0
2022-11-04,91.49,92.44,88.04,90.98,90.98,129101336,0.0000,1.0
2022-11-03,92.47,93.5,89.02,89.3,89.3,136683303,0.0000,1.0
2022-11-02,97.315,97.74,92.01,92.12,92.12,135761798,0.0000,1.0
2022-11-01,103.99,104.58,96.06,96.79,96.79,153370032,0.0000,1.0
2022-10-31,103.56,104.87,100.74,102.44,102.44,99251395,0.0000,1.0
2022-10-28,97.905,103.96,97.66,103.41,103.41,223133398,0.0000,1.0
2022-10-27,113.92,114.12,109.77,110.96,110.96,129605362,0.0000,1.0
2022-10-26,116.0,119.3457,114.76,115.66,115.66,69002457,0.0000,1.0
2022-10-25,119.65,121.3152,118.95,120.6,120.6,50934609,0.0000,1.0
2022-10-24,119.98,120.39,116.57,119.82,119.82,49531523,0.0000,1.0
2022-10-21,114.792,119.59,114.5,119.32,119.32,55660485,0.0000,1.0
2022-10-20,113.83,118.24,113.51,115.25,115.25,48795104,0.0000,1.0
2022-10-19,114.71,116.5932,113.22,115.07,115.07,47198122,0.0000,1.0
2022-10-18,119.06,119.52,114.79,116.36,116.36,65607448,0.0000,1.0
2022-10-17,110.11,114.19,110.09,113.79,113.79,62781985,0.0000,1.0
2022-10-14,114.1,114.96,106.6,106.9,106.9,67737344,0.0000,1.0
