,timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
0,2023-07-10,97.41,98.33,97.27,97.48,97.48,3300283,0.0,1.0
1,2023-07-07,98.08,98.47,97.37,97.42,97.42,4569721,0.0,1.0
2,2023-07-06,97.9,98.74,97.35,98.05,98.05,3680059,0.0,1.0
3,2023-07-05,98.02,98.4561,97.435,98.24,98.24,3247528,0.0,1.0
4,2023-07-03,97.49,98.835,97.32,98.39,98.39,2149917,0.0,1.0
5,2023-06-30,98.1,98.39,97.2847,97.96,97.96,4402021,0.0,1.0
6,2023-06-29,96.0,97.89,95.8528,97.8,97.8,4071427,0.0,1.0
7,2023-06-28,96.39,96.4,95.12,95.87,95.87,4014917,0.0,1.0
8,2023-06-27,96.35,96.75,95.85,96.53,96.53,4048376,0.0,1.0
9,2023-06-26,95.98,96.605,94.75,96.55,96.55,3993621,0.0,1.0
10,2023-06-23,96.7,97.29,96.34,96.91,96.91,6213361,0.0,1.0
11,2023-06-22,98.6,98.63,96.6,96.92,96.92,4531478,0.0,1.0
12,2023-06-21,97.7,99.95,97.39,99.07,99.07,4776536,0.0,1.0
13,2023-06-20,98.4,98.96,97.54,97.7,97.7,6936293,0.0,1.0
14,2023-06-16,98.2,99.01,96.81,97.74,97.74,9037863,0.0,1.0
15,2023-06-15,97.18,98.37,97.04,98.0,98.0,4530088,0.0,1.0
16,2023-06-14,99.71,99.815,96.55,96.86,96.86,6363834,0.0,1.0
17,2023-06-13,100.0,100.68,99.52,99.69,99.69,4053471,0.0,1.0
18,2023-06-12,99.39,99.79,99.05,99.42,99.42,3527562,0.0,1.0
19,2023-06-09,99.43,99.5,98.85,99.34,99.34,2518535,0.0,1.0
20,2023-06-08,98.43,99.53,98.1872,99.08,99.08,3269676,0.0,1.0
21,2023-06-07,97.54,98.786,96.625,98.59,98.59,4275383,0.0,1.0
22,2023-06-06,96.14,97.69,95.36,97.44,97.44,4947743,0.0,1.0
23,2023-06-05,96.61,96.905,95.65,95.75,95.75,3811611,0.0,1.0
24,2023-06-02,94.96,96.42,94.6,96.08,96.08,5559203,0.0,1.0
25,2023-06-01,92.28,94.14,92.25,94.09,94.09,5636407,0.0,1.0
26,2023-05-31,92.37,92.87,91.95,92.14,92.14,9428803,0.0,1.0
27,2023-05-30,93.01,93.56,92.31,92.82,92.82,4559528,0.0,1.0
28,2023-05-26,93.72,94.64,93.12,93.26,93.26,4056736,0.0,1.0
29,2023-05-25,93.51,93.72,92.06,93.12,93.12,5340487,0.0,1.0
30,2023-05-24,93.78,94.59,93.15,93.66,93.66,3670502,0.0,1.0
31,2023-05-23,94.83,95.265,94.07,94.08,94.08,4388757,0.0,1.0
32,2023-05-22,95.9,96.28,95.04,95.66,95.66,3976052,0.0,1.0
33,2023-05-19,96.59,96.8,95.5,96.13,96.13,3528671,0.0,1.0
34,2023-05-18,95.79,96.4,95.08,96.13,96.13,4277598,0.59,1.0
35,2023-05-17,95.76,97.36,95.76,96.57,95.9809150124069,4626836,0.0,1.0
36,2023-05-16,96.55,96.55,95.42,95.46,94.8776861042184,2535312,0.0,1.0
37,2023-05-15,95.97,96.73,95.85,96.7,96.1101220016543,2556112,0.0,1.0
38,2023-05-12,95.97,96.56,95.67,95.99,95.4044530603805,2756105,0.0,1.0
39,2023-05-11,95.66,96.18,94.92,95.54,94.9571980976013,3327099,0.0,1.0
40,2023-05-10,96.82,96.9999,95.41,96.3,95.7125620347394,3329302,0.0,1.0
41,2023-05-09,95.63,96.78,95.32,96.27,95.6827450372208,2928414,0.0,1.0
42,2023-05-08,96.69,97.44,95.44,95.54,94.9571980976013,4243584,0.0,1.0
43,2023-05-05,96.33,96.79,95.71,96.58,95.9908540115798,3260405,0.0,1.0
44,2023-05-04,97.0,97.265,94.8644,95.92,95.3348800661704,4414759,0.0,1.0
45,2023-05-03,98.81,99.16,97.035,97.16,96.5673159636063,3610844,0.0,1.0
46,2023-05-02,100.16,100.16,98.27,98.87,98.2668848221671,3377478,0.0,1.0
47,2023-05-01,99.93,101.38,99.835,100.33,99.7179787014061,3481409,0.0,1.0
48,2023-04-28,99.07,99.91,98.79,99.9,99.2906017369727,2868779,0.0,1.0
49,2023-04-27,97.675,99.7,97.445,99.39,98.7837127791563,4010585,0.0,1.0
50,2023-04-26,100.47,100.79,97.18,97.68,97.0841439205955,5180633,0.0,1.0
51,2023-04-25,101.69,102.62,100.02,101.09,100.473342638544,4638854,0.0,1.0
52,2023-04-24,102.37,102.63,101.62,102.46,101.834985525227,3962123,0.0,1.0
53,2023-04-21,103.01,103.24,101.87,102.25,101.626266542597,3315301,0.0,1.0
54,2023-04-20,103.11,103.32,102.31,102.84,102.212667493797,3937696,0.0,1.0
55,2023-04-19,104.63,104.91,103.86,104.09,103.455042390405,5004460,0.0,1.0
56,2023-04-18,103.38,104.71,103.21,104.66,104.021565343259,4949191,0.0,1.0
57,2023-04-17,101.91,103.29,101.8,103.11,102.481020471464,3998271,0.0,1.0
58,2023-04-14,101.19,101.71,100.97,101.68,101.059743589744,3017936,0.0,1.0
59,2023-04-13,101.15,101.86,100.5,101.68,101.059743589744,3932453,0.0,1.0
60,2023-04-12,101.0,102.35,100.83,101.52,100.900719602978,4710141,0.0,1.0
61,2023-04-11,99.72,100.535,99.41,99.72,99.111699751861,3408571,0.0,1.0
62,2023-04-10,97.96,99.77,97.65,99.62,99.0123097601323,3947597,0.0,1.0
63,2023-04-06,98.77,99.52,98.055,98.21,97.6109108767576,3430569,0.0,1.0
64,2023-04-05,99.24,99.5895,98.7,98.76,98.1575558312655,3841724,0.0,1.0
65,2023-04-04,100.58,101.46,99.09,99.51,98.9029807692308,3239813,0.0,1.0
66,2023-04-03,98.27,100.8434,98.1,100.58,99.9664536807279,4312515,0.0,1.0
67,2023-03-31,97.98,98.05,97.49,97.93,97.3326188999173,4652714,0.0,1.0
68,2023-03-30,97.7,97.85,97.19,97.37,96.7760349462365,5296755,0.0,1.0
69,2023-03-29,97.2,97.775,97.2,97.7,97.1040219189413,3187387,0.0,1.0
70,2023-03-28,96.79,97.1249,96.61,96.8,96.2095119933829,2324815,0.0,1.0
71,2023-03-27,97.41,97.41,96.39,96.91,96.3188409842845,3591736,0.0,1.0
72,2023-03-24,95.41,96.68,94.94,96.44,95.8517080231596,4712359,0.0,1.0
73,2023-03-23,97.3,97.45,95.65,96.0,95.4143920595533,4352097,0.0,1.0
74,2023-03-22,98.27,98.56,96.69,96.7,96.1101220016543,4042104,0.0,1.0
75,2023-03-21,98.97,99.3,97.97,98.01,97.4121308933002,5135630,0.0,1.0
76,2023-03-20,96.41,97.81,96.31,97.53,96.9350589330025,3972828,0.0,1.0
77,2023-03-17,97.76,97.77,95.485,95.75,95.1659170802316,8157775,0.0,1.0
78,2023-03-16,95.35,98.64,95.0,98.08,97.4817038875103,4647018,0.0,1.0
79,2023-03-15,96.96,97.26,94.74,95.83,95.2454290736145,5755319,0.0,1.0
80,2023-03-14,98.27,99.14,97.415,98.32,97.7202398676592,6407413,0.0,1.0
81,2023-03-13,94.89,98.24,94.73,97.46,96.8654859387924,7757690,0.0,1.0
82,2023-03-10,95.65,97.05,95.205,96.0,95.4143920595533,6340102,0.0,1.0
83,2023-03-09,97.98,97.98,95.52,95.93,95.3448190653433,4913091,0.0,1.0
84,2023-03-08,98.0,98.61,96.66,97.4,96.8058519437552,4299188,0.0,1.0
85,2023-03-07,99.71,99.93,98.17,98.18,97.581093879239,5139545,0.0,1.0
86,2023-03-06,99.02,100.09,98.84,99.51,98.9029807692308,5064700,0.0,1.0
87,2023-03-03,99.18,99.32,98.26,99.02,98.4159698097601,5072818,0.0,1.0
88,2023-03-02,97.5,99.325,97.5,99.0,98.3960918114144,4134579,0.0,1.0
89,2023-03-01,98.04,98.57,97.5,98.04,97.4419478908189,3740060,0.0,1.0
90,2023-02-28,99.27,99.472,97.82,98.09,97.4916428866832,4469983,0.0,1.0
91,2023-02-27,99.98,100.03,99.02,99.16,98.5551157981803,2986716,0.0,1.0
92,2023-02-24,99.3,99.63,98.39,99.62,99.0123097601323,3915085,0.0,1.0
93,2023-02-23,100.52,100.65,98.8,99.64,99.0321877584781,3228043,0.55,1.0
94,2023-02-22,100.73,101.12,99.83,100.51,99.3484897854539,4489833,0.0,1.0
95,2023-02-21,102.2,102.65,100.38,100.65,99.4868719222559,3853018,0.0,1.0
96,2023-02-17,100.85,101.6,100.31,101.51,100.336933619754,6507463,0.0,1.0
97,2023-02-16,100.41,101.46,99.93,100.97,99.8031739492318,3524263,0.0,1.0
98,2023-02-15,101.0,101.53,100.7,101.46,100.287511428039,2551496,0.0,1.0
99,2023-02-14,100.26,102.055,100.2501,101.37,100.198551482952,3699672,0.0,1.0
100,2023-02-13,101.12,101.42,100.11,100.56,99.3979119771689,5238572,0.0,1.0
101,2023-02-10,98.23,100.7,98.2,100.61,99.4473341688839,5290999,0.0,1.0
102,2023-02-09,98.05,98.51,97.29,97.85,96.719229186217,3670929,0.0,1.0
103,2023-02-08,97.34,98.25,97.25,97.65,96.5215404193571,3789525,0.0,1.0
104,2023-02-07,97.16,98.2,95.8,97.87,96.738998062903,3814740,0.0,1.0
105,2023-02-06,96.75,97.99,96.7,97.64,96.5116559810141,5243017,0.0,1.0
106,2023-02-03,96.76,97.79,96.3899,96.48,95.3650611332265,3844304,0.0,1.0
107,2023-02-02,98.29,98.42,96.5801,96.96,95.8395141736903,6035704,0.0,1.0
108,2023-02-01,99.93,99.99,97.6,98.42,97.2826421717678,5155053,0.0,1.0
109,2023-01-31,98.8,99.98,98.23,99.85,98.6961168548162,4099501,0.0,1.0
110,2023-01-30,99.5,99.8,97.855,98.71,97.5692908837146,4607344,0.0,1.0
111,2023-01-27,99.85,100.54,99.33,99.6,98.4490058962413,3365793,0.0,1.0
112,2023-01-26,100.68,100.93,99.13,100.25,99.091494388536,4302854,0.0,1.0
113,2023-01-25,99.3,100.01,97.58,100.01,98.8542678683041,5967289,0.0,1.0
114,2023-01-24,98.87,99.82,94.02,99.47,98.3205081977823,8308000,0.0,1.0
115,2023-01-23,94.8,96.93,94.51,96.25,95.1377190513376,5686586,0.0,1.0
116,2023-01-20,94.15,94.44,93.34,94.36,93.2695602045113,8216173,0.0,1.0
117,2023-01-19,95.23,95.53,94.16,94.24,93.1509469443954,4641525,0.0,1.0
118,2023-01-18,98.66,98.66,95.67,95.74,94.6336126958448,5321760,0.0,1.0
119,2023-01-17,99.25,99.65,98.355,98.43,97.2925266101108,3959099,0.0,1.0
120,2023-01-13,97.74,99.05,97.51,98.68,97.5396375686857,4967985,0.0,1.0
121,2023-01-12,99.85,100.74,99.53,100.68,99.5165252372849,4221428,0.0,1.0
122,2023-01-11,100.12,100.33,98.93,99.59,98.4391214578983,4518671,0.0,1.0
123,2023-01-10,99.42,101.08,99.02,99.92,98.7653079232172,4701859,0.0,1.0
124,2023-01-09,102.73,102.78,98.78,99.6,98.4490058962413,6377254,0.0,1.0
125,2023-01-06,101.9,103.95,101.3,102.46,101.275955262338,6411711,0.0,1.0
