,timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
0,2023-06-23,99.65,99.725,97.52,98.34,98.34,18770106,0.0,1.0
1,2023-06-22,101.42,101.64,99.64,100.85,100.85,6126566,0.0,1.0
2,2023-06-21,100.6,102.455,100.355,101.87,101.87,5508811,0.0,1.0
3,2023-06-20,101.86,102.49,100.9,101.27,101.27,5507161,0.0,1.0
4,2023-06-16,102.01,102.51,101.48,101.87,101.87,11709165,0.0,1.0
5,2023-06-15,101.34,101.99,100.66,101.38,101.38,6448196,0.0,1.0
6,2023-06-14,99.56,101.36,99.19,100.66,100.66,9279505,0.0,1.0
7,2023-06-13,98.51,99.47,98.51,99.26,99.26,5137913,0.0,1.0
8,2023-06-12,97.96,98.51,97.52,98.46,98.46,6708547,0.0,1.0
9,2023-06-09,98.8,98.96,97.64,97.96,97.96,5552325,0.0,1.0
10,2023-06-08,97.65,99.18,96.92,99.15,99.15,6881620,0.0,1.0
11,2023-06-07,98.55,98.86,97.59,97.92,97.92,6285640,0.0,1.0
12,2023-06-06,99.74,100.33,97.53,98.22,98.22,8657061,0.0,1.0
13,2023-06-05,100.04,100.87,99.5,99.93,99.93,6536496,0.0,1.0
14,2023-06-02,98.31,99.66,98.19,99.5,99.5,6221417,0.0,1.0
15,2023-06-01,97.59,98.23,96.52,97.52,97.52,6752182,0.0,1.0
16,2023-05-31,98.03,98.08,96.98,97.64,97.64,10370654,0.0,1.0
17,2023-05-30,98.89,98.96,97.305,97.75,97.75,6505373,0.0,1.0
18,2023-05-26,98.63,99.605,98.33,98.53,98.53,7276461,0.0,1.0
19,2023-05-25,98.7,98.9,97.73,98.44,98.44,8177029,0.0,1.0
20,2023-05-24,100.8,100.81,99.11,99.61,99.61,6134820,0.0,1.0
21,2023-05-23,102.115,102.14,100.075,100.34,100.34,6766298,0.0,1.0
22,2023-05-22,105.52,105.7,102.77,102.9,102.9,7504276,0.0,1.0
23,2023-05-19,107.0,107.1481,105.32,105.51,105.51,4985231,0.0,1.0
24,2023-05-18,105.42,107.14,105.2,107.09,107.09,5377477,0.0,1.0
25,2023-05-17,105.96,106.54,104.945,105.69,105.69,4757275,0.0,1.0
26,2023-05-16,106.41,106.56,105.195,105.28,105.28,3677256,0.0,1.0
27,2023-05-15,106.11,106.755,105.605,106.64,106.64,4217126,0.0,1.0
28,2023-05-12,105.76,106.215,104.83,106.12,106.12,5175562,0.0,1.0
29,2023-05-11,106.44,106.76,105.12,105.63,105.63,4791653,0.53,1.0
30,2023-05-10,107.16,108.11,105.6802,106.97,106.435956103994,4565013,0.0,1.0
31,2023-05-09,106.99,107.175,106.4,106.71,106.177254144687,3682380,0.0,1.0
32,2023-05-08,107.47,108.12,106.93,107.17,106.634957611153,6090713,0.0,1.0
33,2023-05-05,105.55,107.48,105.38,107.21,106.674757912585,7813754,0.0,1.0
34,2023-05-04,104.27,105.67,103.8,104.72,104.197189148455,8858136,0.0,1.0
35,2023-05-03,109.075,109.7194,103.8,103.96,103.440983421251,24388561,0.0,1.0
36,2023-05-02,114.49,114.56,112.85,114.46,113.888562547099,9626359,0.0,1.0
37,2023-05-01,114.252,115.48,114.25,114.56,113.988063300678,6495924,0.0,1.0
38,2023-04-28,112.42,114.31,112.29,114.29,113.719411266014,5979301,0.0,1.0
39,2023-04-27,111.39,112.88,111.18,112.75,112.187099660889,7618524,0.0,1.0
40,2023-04-26,109.01,112.33,109.01,111.47,110.913490015072,8053123,0.0,1.0
41,2023-04-25,108.91,111.11,108.83,109.34,108.794123963828,8747078,0.0,1.0
42,2023-04-24,108.19,109.29,108.0401,109.29,108.744373587038,5940686,0.0,1.0
43,2023-04-21,107.3,108.78,106.66,108.19,107.649865297664,4522838,0.0,1.0
44,2023-04-20,106.192,107.575,106.19,107.05,106.515556706858,4297187,0.0,1.0
45,2023-04-19,107.69,107.86,107.08,107.16,106.625007535795,4617787,0.0,1.0
